subject_id,block_type,q2,q3,q4,q6,q9,q10,tab_key,session_id,total_damage_taken,total_shot_all,total_kill,total_death,total_shot_hit,total_engage,rocket_shot_hit,gun_shot_hit,self_kill,gender,race,trait_score,state_score,trust_score,mode_cluster,Age,Gender,Race,Education,Smote_frequently,Caffeine_Consumption,Q2_How long have you played games,Q3_how often do you currently play video games?,Q4_During the average week how many hours do you currently spend playing video games?,Q5_When you play video games how many hours do you usually spend playing,Q6_How skilled do you feel you are at playing video games,Q7_Please rate your experience playing video games on a scale of 1 (very inexperienced) to 7 (very experienced).,"Q8_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - First-person shooter","Q9_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Realistic military","Q10_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Driving or Racing","Q11_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Strategy","Q12_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Role-playing","Q13_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Other",Q14_List the top 3 games you have played most frequently within the last 6 months - Top 1?,Q15_List the top 3 games you have played most frequently within the last 6 months - Top 2?,Q16_List the top 3 games you have played most frequently within the last 6 months - Top 3?,Q17_List any official gaming rankings that you currently have or have had in the past - Ranking,Q18_List any official gaming rankings that you currently have or have had in the past - Ranking,Q19_List any official gaming rankings that you currently have or have had in the past - Ranking,Q20,Q21_Do you currently play in a competitive gaming league?,Q22_Have you ever played in a competitive gaming league?,Q23_Have you recorded your number of wins?,Q24_How many wins?,Q25_Total number of competitions:,Q26_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. A. Stimulation,Q27_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. B. Strategy,Q28_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. C. Action,Q29_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. D. Role Playing,Q30_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. E. Unclassified,Q2_What is the relationship between you and your teammate?,Q3_What is the relationship between you and opponent 1?,Q4_What is the relationship between you and opponent 2?
HPLX,block_01,3,13,15,11,50,86,0,81378b98-41c5-d358-1442-72be5ced37bb,525.0,62,6,8,20,12,3,17,0,Male,Hispanic/Latino,66.0,28.0,113,1,19,Male,Hispanic/Latino,GED,Never,Every day,5-10 years,Almost every day,8-10 hours,Less than 2 hours,Moderately skilled,6,5,2,4,3,4,3,Rhythm,Halo Infinite,Minecraft,Horizon: zero dawn, , , ,No,No,No, , ,1,2,4,4,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
HPLX,block_02,3,17,17,17,87,85,0,ca5139a6-4482-929d-9f37-54910b13f6a3,1103.87816,83,7,16,23,17,5,18,0,Male,Hispanic/Latino,66.0,28.0,113,1,19,Male,Hispanic/Latino,GED,Never,Every day,5-10 years,Almost every day,8-10 hours,Less than 2 hours,Moderately skilled,6,5,2,4,3,4,3,Rhythm,Halo Infinite,Minecraft,Horizon: zero dawn, , , ,No,No,No, , ,1,2,4,4,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
HPLX,block_03,3,18,16,17,65,85,0,b2c14a1f-48d5-3766-86db-52b27a73b13b,1208.024841,118,7,15,26,20,8,18,0,Male,Hispanic/Latino,66.0,28.0,113,1,19,Male,Hispanic/Latino,GED,Never,Every day,5-10 years,Almost every day,8-10 hours,Less than 2 hours,Moderately skilled,6,5,2,4,3,4,3,Rhythm,Halo Infinite,Minecraft,Horizon: zero dawn, , , ,No,No,No, , ,1,2,4,4,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
HPLX,block_04,3,4,6,11,87,87,0,4f300843-434e-188e-ca63-70a6fceb8f72,1498.991564,81,5,20,20,20,8,12,0,Male,Hispanic/Latino,66.0,28.0,113,1,19,Male,Hispanic/Latino,GED,Never,Every day,5-10 years,Almost every day,8-10 hours,Less than 2 hours,Moderately skilled,6,5,2,4,3,4,3,Rhythm,Halo Infinite,Minecraft,Horizon: zero dawn, , , ,No,No,No, , ,1,2,4,4,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
JHGF,block_01,4,16,15,15,4,80,0,85a5023a-4976-0721-23b2-028c85a483dd,705.424416,49,2,8,3,11,2,1,0,Male,Black/African-American,55.0,32.0,91,2,24,Male,Black/African-American,Undergraduate,Never,A few times per week,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,1,1,3,3,4,5,Fighting Games,Super Smash Bros. Ultimate,Guilty Gear XX Accent Core +R,King of Fighters XIII, , , ,No,No,No, , ,1,1,2,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
JHGF,block_02,4,17,15,19,3,81,0,32143347-4542-7282-6c5b-b7b56e6a33c5,1113.566135,71,0,3,2,15,0,2,0,Male,Black/African-American,55.0,32.0,91,2,24,Male,Black/African-American,Undergraduate,Never,A few times per week,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,1,1,3,3,4,5,Fighting Games,Super Smash Bros. Ultimate,Guilty Gear XX Accent Core +R,King of Fighters XIII, , , ,No,No,No, , ,1,1,2,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
JHGF,block_03,4,13,12,14,3,90,0,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,1275.401474,107,0,8,8,15,2,6,0,Male,Black/African-American,55.0,32.0,91,2,24,Male,Black/African-American,Undergraduate,Never,A few times per week,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,1,1,3,3,4,5,Fighting Games,Super Smash Bros. Ultimate,Guilty Gear XX Accent Core +R,King of Fighters XIII, , , ,No,No,No, , ,1,1,2,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
JHGF,block_04,4,13,11,15,40,90,0,0f012d24-4034-4c67-7810-53878af71db6,831.20092,88,2,4,12,18,4,8,0,Male,Black/African-American,55.0,32.0,91,2,24,Male,Black/African-American,Undergraduate,Never,A few times per week,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,1,1,3,3,4,5,Fighting Games,Super Smash Bros. Ultimate,Guilty Gear XX Accent Core +R,King of Fighters XIII, , , ,No,No,No, , ,1,1,2,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
KJHG,block_01,1,3,8,2,81,25,0,6c8bd420-4c9d-706d-8454-94b39efeea8c,378.984164,72,5,4,17,15,4,13,0,Female,Black/African-American,53.0,30.0,78,1,18,Female,Black/African-American,Undergraduate,Never,Never,10 or more years,Once or twice a week,8-10 hours,2-5 hours,Not very skilled,5,5,1,2,4,3,4,Survival ,Valorant,Fortnite,Minecraft,Platinum,Gold ,Silver,No,No,No, , ,2,2,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
KJHG,block_02,1,8,14,9,10,15,2,d108dce9-483b-883f-c89d-ccb85c4b4452,809.2289955,149,10,11,42,27,4,38,0,Female,Black/African-American,53.0,30.0,78,1,18,Female,Black/African-American,Undergraduate,Never,Never,10 or more years,Once or twice a week,8-10 hours,2-5 hours,Not very skilled,5,5,1,2,4,3,4,Survival ,Valorant,Fortnite,Minecraft,Platinum,Gold ,Silver,No,No,No, , ,2,2,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
KJHG,block_03,1,4,14,14,20,10,11,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,594.795035,90,11,6,32,19,12,20,0,Female,Black/African-American,53.0,30.0,78,1,18,Female,Black/African-American,Undergraduate,Never,Never,10 or more years,Once or twice a week,8-10 hours,2-5 hours,Not very skilled,5,5,1,2,4,3,4,Survival ,Valorant,Fortnite,Minecraft,Platinum,Gold ,Silver,No,No,No, , ,2,2,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
KJHG,block_04,1,4,7,4,91,20,31,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,547.1723357,142,17,8,59,26,10,49,0,Female,Black/African-American,53.0,30.0,78,1,18,Female,Black/African-American,Undergraduate,Never,Never,10 or more years,Once or twice a week,8-10 hours,2-5 hours,Not very skilled,5,5,1,2,4,3,4,Survival ,Valorant,Fortnite,Minecraft,Platinum,Gold ,Silver,No,No,No, , ,2,2,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKJH,block_01,3,3,3,6,57,73,0,1263e8ef-4b1f-9a88-a07b-85971cac44ab,754.624653,76,5,11,25,19,2,23,0,Male,Asian,61.0,40.0,86,1,23,Male,Asian,Undergraduate,Every day,A few times per week,2-5 years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,5,5,5,3,4,5, , ,VALORANT,FIFA 23,GHOST OF TSUSHIMA,GOLD, ,ACE,Yes,No,No, , ,4,2,4,2,2,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKJH,block_02,3,2,4,6,75,57,4,6ee85647-4297-186c-24fa-c4970441459c,691.610931,87,8,11,28,17,2,26,0,Male,Asian,61.0,40.0,86,1,23,Male,Asian,Undergraduate,Every day,A few times per week,2-5 years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,5,5,5,3,4,5, , ,VALORANT,FIFA 23,GHOST OF TSUSHIMA,GOLD, ,ACE,Yes,No,No, , ,4,2,4,2,2,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKJH,block_03,3,6,6,12,34,35,7,b8103d26-48b2-edb7-9cf6-febff2e0b27b,1044.730508,90,5,14,31,19,4,27,0,Male,Asian,61.0,40.0,86,1,23,Male,Asian,Undergraduate,Every day,A few times per week,2-5 years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,5,5,5,3,4,5, , ,VALORANT,FIFA 23,GHOST OF TSUSHIMA,GOLD, ,ACE,Yes,No,No, , ,4,2,4,2,2,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKJH,block_04,3,6,13,6,21,61,17,7dcb719f-46a8-2478-bac5-4da70d64241f,946.254479,102,3,15,25,23,2,23,0,Male,Asian,61.0,40.0,86,1,23,Male,Asian,Undergraduate,Every day,A few times per week,2-5 years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,5,5,5,3,4,5, , ,VALORANT,FIFA 23,GHOST OF TSUSHIMA,GOLD, ,ACE,Yes,No,No, , ,4,2,4,2,2,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKMN,block_01,4,7,14,15,10,60,8,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,1295.27027,233,9,18,44,29,4,40,0,Male,Hispanic/Latino,67.0,28.0,98,3,22,Male,Hispanic/Latino,Undergraduate,Never,A few times per month,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,3,5,4,Rhythm,League of Legends,Elden Ring,Overwatch 2,Master Rank in Street Fighter 6,Platinum 1 in Overwatch 2,Top 50k players globally for osu!,No,Yes,No, , ,2,1,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKMN,block_02,4,5,6,9,70,70,8,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,566.7962865,74,11,9,24,26,15,9,0,Male,Hispanic/Latino,67.0,28.0,98,3,22,Male,Hispanic/Latino,Undergraduate,Never,A few times per month,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,3,5,4,Rhythm,League of Legends,Elden Ring,Overwatch 2,Master Rank in Street Fighter 6,Platinum 1 in Overwatch 2,Top 50k players globally for osu!,No,Yes,No, , ,2,1,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKMN,block_03,4,6,5,6,20,65,3,39593e97-4ced-1883-561b-c1981864c0f2,622.993601,128,6,11,34,24,4,30,0,Male,Hispanic/Latino,67.0,28.0,98,3,22,Male,Hispanic/Latino,Undergraduate,Never,A few times per month,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,3,5,4,Rhythm,League of Legends,Elden Ring,Overwatch 2,Master Rank in Street Fighter 6,Platinum 1 in Overwatch 2,Top 50k players globally for osu!,No,Yes,No, , ,2,1,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKMN,block_04,4,6,4,7,60,76,7,663178b4-4750-34d4-90da-7cb074beb55e,627.766637,224,12,7,51,26,3,48,0,Male,Hispanic/Latino,67.0,28.0,98,3,22,Male,Hispanic/Latino,Undergraduate,Never,A few times per month,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,3,5,4,Rhythm,League of Legends,Elden Ring,Overwatch 2,Master Rank in Street Fighter 6,Platinum 1 in Overwatch 2,Top 50k players globally for osu!,No,Yes,No, , ,2,1,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKPW,block_01,3,7,6,13,21,63,0,ab54cf6b-4602-187d-4dbf-308f2571bdbb,960.0,52,2,10,11,17,8,3,0,Male,Hispanic/Latino,41.0,38.0,104,2,20,Male,Hispanic/Latino,GED,Never,Never,10 or more years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,5,5,1,4,3,4,5,Action,Halo: Master Chief Collection,God of War (2018),Bayonetta 3, , , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKPW,block_02,3,8,7,15,11,51,0,69d133a0-4a25-7ea2-81fb-2883be8d8185,838.5947804,27,1,6,6,13,4,2,0,Male,Hispanic/Latino,41.0,38.0,104,2,20,Male,Hispanic/Latino,GED,Never,Never,10 or more years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,5,5,1,4,3,4,5,Action,Halo: Master Chief Collection,God of War (2018),Bayonetta 3, , , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKPW,block_03,3,10,9,15,10,61,0,3ff660ba-4d88-cf89-379c-6fa45712769a,1010.203544,53,0,1,5,11,1,4,0,Male,Hispanic/Latino,41.0,38.0,104,2,20,Male,Hispanic/Latino,GED,Never,Never,10 or more years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,5,5,1,4,3,4,5,Action,Halo: Master Chief Collection,God of War (2018),Bayonetta 3, , , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LKPW,block_04,3,10,10,14,21,61,7,87069e81-4953-3251-444b-88a144ec20b5,1047.019465,42,5,13,16,15,7,9,0,Male,Hispanic/Latino,41.0,38.0,104,2,20,Male,Hispanic/Latino,GED,Never,Never,10 or more years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,5,5,1,4,3,4,5,Action,Halo: Master Chief Collection,God of War (2018),Bayonetta 3, , , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LPZV,block_01,3,13,10,15,40,80,0,6a0b7489-4997-a37e-d69c-38ab276c14cd,1124.165954,127,3,10,24,21,3,21,0,Male,Asian,31.0,31.0,103,1,20,Male,Asian,GED,Never,Never,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,4,5,5,4,4,Rhythm,League of Legends,Valorant,Teamfight Tactics,Silver (League of Legends),Platinum (Valorant),Silver (Teamfight Tactics),No,Yes,No, , ,1,1,4,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LPZV,block_02,3,12,9,10,75,90,0,95b311f5-4446-507a-907e-07b9160fc694,1041.44033,94,5,11,21,26,8,13,0,Male,Asian,31.0,31.0,103,1,20,Male,Asian,GED,Never,Never,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,4,5,5,4,4,Rhythm,League of Legends,Valorant,Teamfight Tactics,Silver (League of Legends),Platinum (Valorant),Silver (Teamfight Tactics),No,Yes,No, , ,1,1,4,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LPZV,block_03,3,15,10,10,70,80,0,15f350b5-46bc-916a-4e48-529cd8813848,1159.869129,112,6,9,33,33,13,20,0,Male,Asian,31.0,31.0,103,1,20,Male,Asian,GED,Never,Never,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,4,5,5,4,4,Rhythm,League of Legends,Valorant,Teamfight Tactics,Silver (League of Legends),Platinum (Valorant),Silver (Teamfight Tactics),No,Yes,No, , ,1,1,4,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LPZV,block_04,3,10,10,13,71,65,0,01c80c4d-46c8-45f5-d583-0281844f2f5d,1153.002846,182,12,7,56,31,10,46,0,Male,Asian,31.0,31.0,103,1,20,Male,Asian,GED,Never,Never,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,4,5,5,4,4,Rhythm,League of Legends,Valorant,Teamfight Tactics,Silver (League of Legends),Platinum (Valorant),Silver (Teamfight Tactics),No,Yes,No, , ,1,1,4,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LRTB,block_01,3,11,7,13,51,30,0,85a5023a-4976-0721-23b2-028c85a483dd,705.0,178,4,4,48,24,2,46,0,Female,Hispanic/Latino,55.0,49.0,99,3,21,Female,Hispanic/Latino,GED,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,5,1,2,2,2,3,monster collecting,Overwatch 2,Destiny 2,Hungry Shark World,Masters 5 peak (dps & support),top 1000 (global) in pvp and cr: 163,top300 (global),No,Yes,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LRTB,block_02,3,10,8,14,34,15,0,32143347-4542-7282-6c5b-b7b56e6a33c5,629.111161,83,3,3,26,21,8,18,0,Female,Hispanic/Latino,55.0,49.0,99,3,21,Female,Hispanic/Latino,GED,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,5,1,2,2,2,3,monster collecting,Overwatch 2,Destiny 2,Hungry Shark World,Masters 5 peak (dps & support),top 1000 (global) in pvp and cr: 163,top300 (global),No,Yes,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LRTB,block_03,3,13,9,13,13,13,0,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,1189.696704,151,3,9,48,31,7,41,0,Female,Hispanic/Latino,55.0,49.0,99,3,21,Female,Hispanic/Latino,GED,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,5,1,2,2,2,3,monster collecting,Overwatch 2,Destiny 2,Hungry Shark World,Masters 5 peak (dps & support),top 1000 (global) in pvp and cr: 163,top300 (global),No,Yes,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
LRTB,block_04,3,10,7,10,49,27,0,0f012d24-4034-4c67-7810-53878af71db6,937.479055,130,4,3,41,26,9,32,0,Female,Hispanic/Latino,55.0,49.0,99,3,21,Female,Hispanic/Latino,GED,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,5,1,2,2,2,3,monster collecting,Overwatch 2,Destiny 2,Hungry Shark World,Masters 5 peak (dps & support),top 1000 (global) in pvp and cr: 163,top300 (global),No,Yes,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJKL,block_01,3,11,10,12,8,9,27,9e78a544-4fad-2033-7311-4f8a28b2f34f,1245.258711,270,9,18,54,32,4,50,0,Female,Asian,57.0,36.0,90,1,20,Female,Asian,GED,Never,A few times per month,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,4,5,3,3,3,2,4,Sandbox,Minecraft,Valorant,Lethal Company/Indie games,Gold 3 in Valorant, , ,No,No,No, , ,2,1,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJKL,block_02,3,11,11,12,10,15,37,505ab3c0-4bfb-f248-a0ff-53be350d22d6,1312.776225,269,9,21,51,28,3,48,0,Female,Asian,57.0,36.0,90,1,20,Female,Asian,GED,Never,A few times per month,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,4,5,3,3,3,2,4,Sandbox,Minecraft,Valorant,Lethal Company/Indie games,Gold 3 in Valorant, , ,No,No,No, , ,2,1,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJKL,block_03,3,10,11,12,15,21,29,e27612de-4620-d131-fe94-1d8df7bf34e9,1488.714136,136,7,20,35,26,7,28,0,Female,Asian,57.0,36.0,90,1,20,Female,Asian,GED,Never,A few times per month,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,4,5,3,3,3,2,4,Sandbox,Minecraft,Valorant,Lethal Company/Indie games,Gold 3 in Valorant, , ,No,No,No, , ,2,1,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJKL,block_04,3,11,7,10,40,40,24,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,1064.516246,275,15,12,68,27,2,66,0,Female,Asian,57.0,36.0,90,1,20,Female,Asian,GED,Never,A few times per month,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,4,5,3,3,3,2,4,Sandbox,Minecraft,Valorant,Lethal Company/Indie games,Gold 3 in Valorant, , ,No,No,No, , ,2,1,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJUY,block_01,4,12,15,14,13,50,0,6a0b7489-4997-a37e-d69c-38ab276c14cd,1408.462436,90,2,12,18,25,8,10,0,Male,White/Caucasian,58.0,49.0,104,2,21,Male,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,8-10 hours,Very skilled,6,4,2,1,3,2,5,Roguelike,Smite,The Binding Of Isaac: Rebirth,Hearthstone,Diamond in Hearthstone, , ,No,No,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJUY,block_02,4,13,7,12,39,54,6,95b311f5-4446-507a-907e-07b9160fc694,908.819001,62,7,6,24,24,17,7,0,Male,White/Caucasian,58.0,49.0,104,2,21,Male,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,8-10 hours,Very skilled,6,4,2,1,3,2,5,Roguelike,Smite,The Binding Of Isaac: Rebirth,Hearthstone,Diamond in Hearthstone, , ,No,No,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJUY,block_03,4,12,13,14,35,70,7,15f350b5-46bc-916a-4e48-529cd8813848,951.459723,72,3,7,28,21,13,15,0,Male,White/Caucasian,58.0,49.0,104,2,21,Male,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,8-10 hours,Very skilled,6,4,2,1,3,2,5,Roguelike,Smite,The Binding Of Isaac: Rebirth,Hearthstone,Diamond in Hearthstone, , ,No,No,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MJUY,block_04,4,13,16,15,34,62,4,01c80c4d-46c8-45f5-d583-0281844f2f5d,1030.91356,111,5,9,22,27,13,9,0,Male,White/Caucasian,58.0,49.0,104,2,21,Male,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,8-10 hours,Very skilled,6,4,2,1,3,2,5,Roguelike,Smite,The Binding Of Isaac: Rebirth,Hearthstone,Diamond in Hearthstone, , ,No,No,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MNOP,block_01,3,11,14,13,25,50,4,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,884.514133,186,8,12,43,26,1,42,0,Non-binary,White/Caucasian,43.0,42.0,91,1,21,Non-binary,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,4,2,5,Puzzle,Omega Strikers,Team Fortress 2,Tametsi,Challenger and Top 250 (Omega Strikers), , ,No,Yes,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
