Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
QWER,reptile_gila,block_01,2024-04-10,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,2,6,8,10,1,59,1,100,55
QWER,reptile_gila,block_02,2024-04-10,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,2,2,11,1,8,10,1,71,9
QWER,reptile_gila,block_03,2024-04-10,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,2,5,2,3,3,40,1,81,39
QWER,reptile_gila,block_04,2024-04-10,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,2,6,4,6,3,2,1,93,5
QWRT,reptile_gila,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
QWRT,reptile_gila,block_01,2024-03-06,85a5023a-4976-0721-23b2-028c85a483dd,2024-03-06 13:26:26.617466-05:00,2024-03-06 13:36:42.000566-05:00,2,4,4,17,5,70,6,100,73
QWRT,reptile_gila,block_02,2024-03-06,32143347-4542-7282-6c5b-b7b56e6a33c5,2024-03-06 13:42:57.110688-05:00,2024-03-06 13:53:13.359943-05:00,2,4,6,16,4,80,3,82,78
QWRT,reptile_gila,block_03,2024-03-06,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,2024-03-06 13:57:21.312206-05:00,2024-03-06 14:07:37.711329-05:00,2,1,1,20,2,100,2,92,100
QWRT,reptile_gila,block_04,2024-03-06,0f012d24-4034-4c67-7810-53878af71db6,2024-03-06 14:13:40.557008-05:00,2024-03-06 14:23:56.074452-05:00,2,1,1,20,1,100,1,100,100
QXZW,mammal_thylacine,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
QXZW,mammal_thylacine,block_01,2024-02-29,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,2024-02-29 13:58:29.569453-05:00,2024-02-29 14:09:14.265674-05:00,3,8,13,15,11,72,5,70,70
QXZW,mammal_thylacine,block_02,2024-02-29,719e2eb0-4197-b167-41f9-8db24f75b605,2024-02-29 14:15:19.896452-05:00,2024-02-29 14:25:38.599553-05:00,1,9,13,15,9,75,8,70,72
QXZW,mammal_thylacine,block_03,2024-02-29,f85b8323-4ca7-ee3c-bb78-94b36cadb805,2024-02-29 14:30:09.862440-05:00,2024-02-29 14:40:26.996906-05:00,3,12,16,8,15,45,6,20,46
QXZW,mammal_thylacine,block_04,2024-02-29,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,2024-02-29 14:44:56.836748-05:00,2024-02-29 14:55:13.438114-05:00,3,13,15,16,7,73,8,76,70
RQWE,reptile_gila,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
RQWE,reptile_gila,block_01,2024-03-05,d682ff1b-4c8a-9dae-d9d5-4582be12e778,2024-03-05 13:58:16.141846-05:00,2024-03-05 14:08:31.532598-05:00,2,10,11,15,10,75,10,65,75
RQWE,reptile_gila,block_02,2024-03-05,a8c25021-42f3-e12a-9934-d48ca28b88aa,2024-03-05 14:12:58.312074-05:00,2024-03-05 14:23:18.954013-05:00,2,7,10,17,10,81,10,60,83
RQWE,reptile_gila,block_03,2024-03-05,4ca89552-4100-084d-279e-7db3ac4df894,2024-03-05 14:29:03.133666-05:00,2024-03-05 14:39:18.350255-05:00,2,10,10,15,9,82,8,42,79
RQWE,reptile_gila,block_04,2024-03-05,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,2024-03-05 14:42:49.125351-05:00,2024-03-05 14:53:04.736432-05:00,2,10,12,18,10,93,6,32,89
SBQRG,reptile_komodo,pre_survey_game_familiarity,,,,,2,2,3,,,,,,
SBQRG,reptile_komodo,block_01,2023-11-29,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,1,1,2,12,9,50,3,50,50
SBQRG,reptile_komodo,block_02,2023-11-29,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,1,1,2,15,2,80,2,85,81
SBQRG,reptile_komodo,block_03,2023-11-29,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,1,5,8,14,10,85,11,50,70
SBTBT,mammal_thylacine,pre_survey_game_familiarity,,,,,2,3,2,,,,,,
SBTBT,mammal_thylacine,block_01,2023-11-29,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,3,14,14,5,14,10,18,100,11
SBTBT,mammal_thylacine,block_02,2023-11-29,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,3,17,17,1,20,0,12,0,0
SBTBT,mammal_thylacine,block_03,2023-11-29,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,3,18,18,1,18,0,18,100,0
SNMVN,reptile_gila,pre_survey_game_familiarity,,,,,3,2,2,,,,,,
SNMVN,reptile_gila,block_01,2023-12-05,fe7e9085-4408-f046-181c-7d8bba37b199,2023-12-05 15:34:21.887765-05:00,2023-12-05 15:45:10.826722-05:00,2,2,2,20,2,100,1,100,100
SNMVN,reptile_gila,block_02,2023-12-05,f6d2667c-495f-002e-285c-1a83782872c5,2023-12-05 15:51:48.409959-05:00,2023-12-05 16:05:05.932582-05:00,2,2,1,20,1,100,2,80,100
SNMVN,reptile_gila,block_03,2023-12-05,ea201d76-41c0-750b-896e-2e8dbb16594f,2023-12-05 16:14:14.258391-05:00,2023-12-05 16:24:29.560367-05:00,2,2,2,20,2,100,4,85,85
SPKZR,mammal_panda,pre_survey_game_familiarity,,,,,3,2,2,,,,,,
SPKZR,mammal_panda,block_01,2023-12-05,fe7e9085-4408-f046-181c-7d8bba37b199,2023-12-05 15:34:21.887765-05:00,2023-12-05 15:45:10.826722-05:00,4,5,5,20,10,100,20,10,100
SPKZR,mammal_panda,block_02,2023-12-05,f6d2667c-495f-002e-285c-1a83782872c5,2023-12-05 15:51:48.409959-05:00,2023-12-05 16:05:05.932582-05:00,4,10,6,20,11,100,11,31,100
SPKZR,mammal_panda,block_03,2023-12-05,ea201d76-41c0-750b-896e-2e8dbb16594f,2023-12-05 16:14:14.258391-05:00,2023-12-05 16:24:29.560367-05:00,4,7,8,20,11,100,9,53,100
SRKLP,reptile_komodo,pre_survey_game_familiarity,,,,,3,2,2,,,,,,
SRKLP,reptile_komodo,block_01,2023-12-05,fe7e9085-4408-f046-181c-7d8bba37b199,2023-12-05 15:34:21.887765-05:00,2023-12-05 15:45:10.826722-05:00,1,7,2,14,7,81,2,100,100
SRKLP,reptile_komodo,block_02,2023-12-05,f6d2667c-495f-002e-285c-1a83782872c5,2023-12-05 15:51:48.409959-05:00,2023-12-05 16:05:05.932582-05:00,1,7,6,20,8,19,5,81,81
SRKLP,reptile_komodo,block_03,2023-12-05,ea201d76-41c0-750b-896e-2e8dbb16594f,2023-12-05 16:14:14.258391-05:00,2023-12-05 16:24:29.560367-05:00,1,10,6,15,12,91,9,70,100
STWXJ,mammal_thylacine,pre_survey_game_familiarity,,,,,3,1,1,,,,,,
STWXJ,mammal_thylacine,block_01,2023-12-05,fe7e9085-4408-f046-181c-7d8bba37b199,2023-12-05 15:34:21.887765-05:00,2023-12-05 15:45:10.826722-05:00,3,8,6,17,8,93,14,9,81
STWXJ,mammal_thylacine,block_02,2023-12-05,f6d2667c-495f-002e-285c-1a83782872c5,2023-12-05 15:51:48.409959-05:00,2023-12-05 16:05:05.932582-05:00,3,9,4,16,12,61,10,11,72
STWXJ,mammal_thylacine,block_03,2023-12-05,ea201d76-41c0-750b-896e-2e8dbb16594f,2023-12-05 16:14:14.258391-05:00,2023-12-05 16:24:29.560367-05:00,3,11,12,14,8,83,16,2,92
SVTZM,mammal_panda,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
SVTZM,mammal_panda,block_01,2023-11-29,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,4,11,8,18,14,92,16,62,91
SVTZM,mammal_panda,block_02,2023-11-29,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,4,15,15,15,17,92,15,82,91
SVTZM,mammal_panda,block_03,2023-11-29,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,4,14,12,19,16,93,16,80,92
SXVBN,reptile_gila,pre_survey_game_familiarity,,,,,2,2,2,,,,,,
SXVBN,reptile_gila,block_01,2023-11-29,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,2,9,8,14,11,71,5,39,80
SXVBN,reptile_gila,block_02,2023-11-29,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,2,13,11,20,10,81,11,100,100
SXVBN,reptile_gila,block_03,2023-11-29,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,2,15,15,20,13,88,14,70,81
TYDF,mammal_panda,pre_survey_game_familiarity,,,,,1,2,1,,,,,,
TYDF,mammal_panda,block_01,2024-03-05,d682ff1b-4c8a-9dae-d9d5-4582be12e778,2024-03-05 13:58:16.141846-05:00,2024-03-05 14:08:31.532598-05:00,4,7,5,16,9,81,8,82,90
TYDF,mammal_panda,block_02,2024-03-05,a8c25021-42f3-e12a-9934-d48ca28b88aa,2024-03-05 14:12:58.312074-05:00,2024-03-05 14:23:18.954013-05:00,4,6,5,20,5,100,2,75,100
TYDF,mammal_panda,block_03,2024-03-05,4ca89552-4100-084d-279e-7db3ac4df894,2024-03-05 14:29:03.133666-05:00,2024-03-05 14:39:18.350255-05:00,4,4,3,20,2,100,2,80,100
TYDF,mammal_panda,block_04,2024-03-05,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,2024-03-05 14:42:49.125351-05:00,2024-03-05 14:53:04.736432-05:00,4,4,4,20,4,100,4,83,100
TYZX,reptile_gila,pre_survey_game_familiarity,,,,,1,3,1,,,,,,
TYZX,reptile_gila,block_01,2024-04-03,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,2,4,8,17,11,99,11,62,93
TYZX,reptile_gila,block_02,2024-04-03,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,2,15,14,18,18,91,16,17,90
TYZX,reptile_gila,block_03,2024-04-03,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,2,15,15,17,16,81,17,31,91
TYZX,reptile_gila,block_04,2024-04-03,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,2,16,14,17,17,92,17,19,93
UYGH,reptile_komodo,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
UYGH,reptile_komodo,block_01,2024-03-13,6a0b7489-4997-a37e-d69c-38ab276c14cd,2024-03-13 16:29:52.668457-04:00,2024-03-13 16:40:09.133874-04:00,1,10,4,16,8,95,8,100,98
UYGH,reptile_komodo,block_02,2024-03-13,95b311f5-4446-507a-907e-07b9160fc694,2024-03-13 16:44:37.260606-04:00,2024-03-13 16:54:52.478340-04:00,1,13,12,20,15,100,12,80,100
UYGH,reptile_komodo,block_03,2024-03-13,15f350b5-46bc-916a-4e48-529cd8813848,2024-03-13 16:58:46.618860-04:00,2024-03-13 17:09:03.914820-04:00,1,12,12,20,15,100,11,71,100
UYGH,reptile_komodo,block_04,2024-03-13,01c80c4d-46c8-45f5-d583-0281844f2f5d,2024-03-13 17:12:52.499283-04:00,2024-03-13 17:23:11.285143-04:00,1,12,10,20,14,100,10,85,100
VBNM,reptile_komodo,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
VBNM,reptile_komodo,block_01,2024-03-06,85a5023a-4976-0721-23b2-028c85a483dd,2024-03-06 13:26:26.617466-05:00,2024-03-06 13:36:42.000566-05:00,1,3,3,17,6,98,4,95,95
VBNM,reptile_komodo,block_02,2024-03-06,32143347-4542-7282-6c5b-b7b56e6a33c5,2024-03-06 13:42:57.110688-05:00,2024-03-06 13:53:13.359943-05:00,1,2,2,18,2,97,2,95,94
VBNM,reptile_komodo,block_03,2024-03-06,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,2024-03-06 13:57:21.312206-05:00,2024-03-06 14:07:37.711329-05:00,1,1,1,20,2,97,2,95,95
VBNM,reptile_komodo,block_04,2024-03-06,0f012d24-4034-4c67-7810-53878af71db6,2024-03-06 14:13:40.557008-05:00,2024-03-06 14:23:56.074452-05:00,1,3,3,18,4,95,2,93,96
VFTY,mammal_thylacine,pre_survey_game_familiarity,,,,,1,3,1,,,,,,
VFTY,mammal_thylacine,block_01,2024-03-14,,,,3,4,8,1,11,1,1,5,5
VFTY,mammal_thylacine,block_02,2024-03-14,,,,3,1,1,10,1,49,1,31,49
VFTY,mammal_thylacine,block_03,2024-03-14,,,,3,1,1,16,1,67,1,0,63
VFTY,mammal_thylacine,block_04,2024-03-14,,,,3,1,1,19,1,93,1,24,89
VNPL,reptile_komodo,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
VNPL,reptile_komodo,block_01,2024-02-21,ab54cf6b-4602-187d-4dbf-308f2571bdbb,2024-02-21 11:04:33.933170-05:00,2024-02-21 11:14:51.559857-05:00,1,1,2,20,2,100,2,81,100
VNPL,reptile_komodo,block_02,2024-02-21,69d133a0-4a25-7ea2-81fb-2883be8d8185,2024-02-21 11:20:37.724183-05:00,2024-02-21 11:30:54.977712-05:00,1,2,2,20,2,100,2,82,100
VNPL,reptile_komodo,block_03,2024-02-21,3ff660ba-4d88-cf89-379c-6fa45712769a,2024-02-21 11:34:24.978245-05:00,2024-02-21 11:44:41.321190-05:00,1,2,2,20,3,100,2,100,100
VNPL,reptile_komodo,block_04,2024-02-21,87069e81-4953-3251-444b-88a144ec20b5,2024-02-21 11:48:22.906621-05:00,2024-02-21 11:58:38.671666-05:00,1,2,2,20,2,100,2,60,100
WERT,reptile_komodo,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
WERT,reptile_komodo,block_01,2024-02-29,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,2024-02-29 13:58:29.569453-05:00,2024-02-29 14:09:14.265674-05:00,1,7,9,12,15,81,3,14,74
WERT,reptile_komodo,block_02,2024-02-29,719e2eb0-4197-b167-41f9-8db24f75b605,2024-02-29 14:15:19.896452-05:00,2024-02-29 14:25:38.599553-05:00,1,11,12,16,17,67,5,0,83
WERT,reptile_komodo,block_03,2024-02-29,f85b8323-4ca7-ee3c-bb78-94b36cadb805,2024-02-29 14:30:09.862440-05:00,2024-02-29 14:40:26.996906-05:00,1,7,8,17,10,75,8,21,78
WERT,reptile_komodo,block_04,2024-02-29,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,2024-02-29 14:44:56.836748-05:00,2024-02-29 14:55:13.438114-05:00,1,10,14,17,12,86,7,19,78
WZXE,mammal_panda,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
WZXE,mammal_panda,block_01,2024-03-14,,,,4,3,2,18,20,66,4,0,66
WZXE,mammal_panda,block_02,2024-03-14,,,,4,2,1,13,18,82,3,12,79
WZXE,mammal_panda,block_03,2024-03-14,,,,4,1,1,19,9,90,5,2,84
WZXE,mammal_panda,block_04,2024-03-14,,,,4,1,1,18,14,88,3,3,86
XCVH,reptile_komodo,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
XCVH,reptile_komodo,block_01,2024-04-16,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,1,11,13,16,14,82,12,80,83
XCVH,reptile_komodo,block_02,2024-04-16,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,1,13,11,18,15,88,15,50,87
XCVH,reptile_komodo,block_03,2024-04-16,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,1,12,13,17,14,84,13,73,87
XCVH,reptile_komodo,block_04,2024-04-16,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,1,13,11,17,12,82,12,70,83
XUYP,mammal_thylacine,pre_survey_game_familiarity,,,,,1,1,3,,,,,,
XUYP,mammal_thylacine,block_01,2024-04-03,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,3,9,14,19,12,94,9,65,100
XUYP,mammal_thylacine,block_02,2024-04-03,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,3,14,18,20,18,100,16,20,98
XUYP,mammal_thylacine,block_03,2024-04-03,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,3,12,17,20,16,100,7,26,100
XUYP,mammal_thylacine,block_04,2024-04-03,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,3,18,17,20,15,100,14,45,100
XZPT,mammal_panda,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
XZPT,mammal_panda,block_01,2024-02-21,ab54cf6b-4602-187d-4dbf-308f2571bdbb,2024-02-21 11:04:33.933170-05:00,2024-02-21 11:14:51.559857-05:00,4,12,9,7,15,50,13,66,45
XZPT,mammal_panda,block_02,2024-02-21,69d133a0-4a25-7ea2-81fb-2883be8d8185,2024-02-21 11:20:37.724183-05:00,2024-02-21 11:30:54.977712-05:00,4,15,14,11,18,50,17,1,50
XZPT,mammal_panda,block_03,2024-02-21,3ff660ba-4d88-cf89-379c-6fa45712769a,2024-02-21 11:34:24.978245-05:00,2024-02-21 11:44:41.321190-05:00,4,15,14,9,19,45,18,37,34
XZPT,mammal_panda,block_04,2024-02-21,87069e81-4953-3251-444b-88a144ec20b5,2024-02-21 11:48:22.906621-05:00,2024-02-21 11:58:38.671666-05:00,4,16,15,11,16,62,16,65,51
ZRTY,reptile_gila,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
ZRTY,reptile_gila,block_01,2024-03-13,6a0b7489-4997-a37e-d69c-38ab276c14cd,2024-03-13 16:29:52.668457-04:00,2024-03-13 16:40:09.133874-04:00,2,10,9,15,9,80,10,100,100
ZRTY,reptile_gila,block_02,2024-03-13,95b311f5-4446-507a-907e-07b9160fc694,2024-03-13 16:44:37.260606-04:00,2024-03-13 16:54:52.478340-04:00,2,11,11,18,11,100,6,100,100
ZRTY,reptile_gila,block_03,2024-03-13,15f350b5-46bc-916a-4e48-529cd8813848,2024-03-13 16:58:46.618860-04:00,2024-03-13 17:09:03.914820-04:00,2,11,10,18,10,100,10,100,100
ZRTY,reptile_gila,block_04,2024-03-13,01c80c4d-46c8-45f5-d583-0281844f2f5d,2024-03-13 17:12:52.499283-04:00,2024-03-13 17:23:11.285143-04:00,2,11,10,19,10,100,10,100,100
ZXCV,mammal_panda,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
ZXCV,mammal_panda,block_01,2024-02-29,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,2024-02-29 13:58:29.569453-05:00,2024-02-29 14:09:14.265674-05:00,4,4,4,11,7,50,5,34,50
ZXCV,mammal_panda,block_02,2024-02-29,719e2eb0-4197-b167-41f9-8db24f75b605,2024-02-29 14:15:19.896452-05:00,2024-02-29 14:25:38.599553-05:00,2,6,6,12,12,57,8,66,66
ZXCV,mammal_panda,block_03,2024-02-29,f85b8323-4ca7-ee3c-bb78-94b36cadb805,2024-02-29 14:30:09.862440-05:00,2024-02-29 14:40:26.996906-05:00,4,11,13,12,13,50,8,33,50
ZXCV,mammal_panda,block_04,2024-02-29,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,2024-02-29 14:44:56.836748-05:00,2024-02-29 14:55:13.438114-05:00,4,12,10,13,11,69,10,79,70
ZXWE,mammal_panda,pre_survey_game_familiarity,,,,,1,1,1,,,,,,
ZXWE,mammal_panda,block_01,2024-04-03,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,4,10,5,15,7,63,4,79,75
ZXWE,mammal_panda,block_02,2024-04-03,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,4,5,5,19,4,77,2,89,91
ZXWE,mammal_panda,block_03,2024-04-03,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,4,9,11,20,9,99,2,88,91
ZXWE,mammal_panda,block_04,2024-04-03,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,4,6,4,17,10,82,2,93,89
ZYXW,mammal_panda,pre_survey_game_familiarity,,,,,2,3,1,,,,,,
ZYXW,mammal_panda,block_01,2024-01-31,9d7674db-4299-49f2-09ce-408ffebe1332,2024-01-31 15:06:02.586030-05:00,2024-01-31 15:16:18.587999-05:00,4,15,14,9,15,61,5,36,60
ZYXW,mammal_panda,block_02,2024-01-31,ff9c203a-415a-f596-d37a-289a55618e1a,2024-01-31 15:20:54.914018-05:00,2024-01-31 15:31:10.212231-05:00,4,8,19,6,6,40,17,20,32
ZYXW,mammal_panda,block_03,2024-01-31,da70cd6f-44d0-f518-f635-5fa866148670,2024-01-31 15:35:51.706503-05:00,2024-01-31 15:46:07.790447-05:00,4,12,10,8,13,58,7,15,23
ZYXW,mammal_panda,block_04,2024-01-31,f8e91c5d-40a0-bbcd-4b3f-869dc7f8073a,2024-01-31 15:49:42.651635-05:00,2024-01-31 16:00:01.232420-05:00,4,13,13,5,15,21,7,60,38
